시도,시군구,소속기관,인원장비,관리인원or장비_대수,year
경남,밀양시,위탁처리,차량(대),28,2019
경남,거제시,위탁처리,차량(대),0,2019
경남,양산시,위탁처리,차량(대),0,2019
경남,의령군,위탁처리,차량(대),0,2019
경남,함안군,위탁처리,차량(대),15,2019
경남,창녕군,위탁처리,차량(대),20,2019
경남,고성군,위탁처리,차량(대),0,2019
경남,남해군,위탁처리,차량(대),4,2019
경남,하동군,위탁처리,차량(대),0,2019
경남,산청군,위탁처리,차량(대),0,2019
경남,함양군,위탁처리,차량(대),4,2019
경남,거창군,위탁처리,차량(대),0,2019
경남,합천군,위탁처리,차량(대),0,2019
제주,제주시,위탁처리,차량(대),0,2019
제주,서귀포시,위탁처리,차량(대),0,2019
강원,춘천시,위탁처리,차량(대),65,2019
강원,원주시,위탁처리,차량(대),79,2019
강원,강릉시,위탁처리,차량(대),47,2019
강원,동해시,위탁처리,차량(대),16,2019
강원,태백시,위탁처리,차량(대),18,2019
강원,속초시,위탁처리,차량(대),11,2019
강원,삼척시,위탁처리,차량(대),8,2019
강원,홍천군,위탁처리,차량(대),16,2019
강원,횡성군,위탁처리,차량(대),25,2019
강원,영월군,위탁처리,차량(대),3,2019
강원,평창군,위탁처리,차량(대),0,2019
강원,정선군,위탁처리,차량(대),5,2019
강원,철원군,위탁처리,차량(대),13,2019
강원,화천군,위탁처리,차량(대),11,2019
강원,양구군,위탁처리,차량(대),5,2019
강원,인제군,위탁처리,차량(대),0,2019
강원,고성군,위탁처리,차량(대),0,2019
강원,양양군,위탁처리,차량(대),0,2019
서울,종로구,위탁처리,손수레(대),10,2019
서울,중구,위탁처리,손수레(대),0,2019
서울,용산구,위탁처리,손수레(대),43,2019
서울,성동구,위탁처리,손수레(대),0,2019
서울,광진구,위탁처리,손수레(대),37,2019
서울,동대문구,위탁처리,손수레(대),0,2019
서울,중랑구,위탁처리,손수레(대),0,2019
서울,성북구,위탁처리,손수레(대),0,2019
서울,강북구,위탁처리,손수레(대),0,2019
서울,도봉구,위탁처리,손수레(대),0,2019
서울,노원구,위탁처리,손수레(대),0,2019
서울,은평구,위탁처리,손수레(대),0,2019
서울,서대문구,위탁처리,손수레(대),0,2019
서울,마포구,위탁처리,손수레(대),0,2019
서울,양천구,위탁처리,손수레(대),0,2019
서울,강서구,위탁처리,손수레(대),0,2019
서울,구로구,위탁처리,손수레(대),21,2019
서울,금천구,위탁처리,손수레(대),0,2019
서울,영등포구,위탁처리,손수레(대),27,2019
서울,동작구,위탁처리,손수레(대),0,2019
서울,관악구,위탁처리,손수레(대),60,2019
서울,서초구,위탁처리,손수레(대),0,2019
서울,강남구,위탁처리,손수레(대),0,2019
서울,송파구,위탁처리,손수레(대),0,2019
서울,강동구,위탁처리,손수레(대),73,2019
부산,중구,위탁처리,손수레(대),0,2019
부산,서구,위탁처리,손수레(대),0,2019
부산,동구,위탁처리,손수레(대),0,2019
부산,영도구,위탁처리,손수레(대),0,2019
부산,부산진구,위탁처리,손수레(대),0,2019
부산,동래구,위탁처리,손수레(대),45,2019
부산,남구,위탁처리,손수레(대),0,2019
부산,북구,위탁처리,손수레(대),0,2019
부산,해운대구,위탁처리,손수레(대),39,2019
부산,사하구,위탁처리,손수레(대),0,2019
부산,금정구,위탁처리,손수레(대),34,2019
부산,강서구,위탁처리,손수레(대),17,2019
부산,연제구,위탁처리,손수레(대),80,2019
부산,수영구,위탁처리,손수레(대),0,2019
부산,사상구,위탁처리,손수레(대),55,2019
부산,기장군,위탁처리,손수레(대),0,2019
대구,중구,위탁처리,손수레(대),0,2019
대구,동구,위탁처리,손수레(대),0,2019
대구,서구,위탁처리,손수레(대),0,2019
대구,남구,위탁처리,손수레(대),0,2019
대구,북구,위탁처리,손수레(대),0,2019
대구,수성구,위탁처리,손수레(대),0,2019
대구,달서구,위탁처리,손수레(대),0,2019
대구,달성군,위탁처리,손수레(대),0,2019
대구,군위군,위탁처리,손수레(대),15,2019
인천,중구,위탁처리,손수레(대),14,2019
인천,동구,위탁처리,손수레(대),12,2019
인천,미추홀구,위탁처리,손수레(대),59,2019
인천,연수구,위탁처리,손수레(대),41,2019
인천,남동구,위탁처리,손수레(대),13,2019
인천,부평구,위탁처리,손수레(대),13,2019
인천,계양구,위탁처리,손수레(대),51,2019
인천,서구,위탁처리,손수레(대),23,2019
인천,강화군,위탁처리,손수레(대),0,2019
인천,옹진군,위탁처리,손수레(대),0,2019
인천,경제청,위탁처리,손수레(대),0,2019
광주,동구,위탁처리,손수레(대),0,2019
광주,서구,위탁처리,손수레(대),0,2019
광주,남구,위탁처리,손수레(대),0,2019
광주,북구,위탁처리,손수레(대),0,2019
광주,광산구,위탁처리,손수레(대),0,2019
대전,동구,위탁처리,손수레(대),0,2019
대전,중구,위탁처리,손수레(대),18,2019
대전,서구,위탁처리,손수레(대),0,2019
대전,유성구,위탁처리,손수레(대),0,2019
대전,대덕구,위탁처리,손수레(대),0,2019
울산,중구,위탁처리,손수레(대),0,2019
울산,남구,위탁처리,손수레(대),0,2019
울산,동구,위탁처리,손수레(대),0,2019
울산,북구,위탁처리,손수레(대),0,2019
울산,울주군,위탁처리,손수레(대),0,2019
세종,세종시,위탁처리,손수레(대),0,2019
경기,수원시,위탁처리,손수레(대),0,2019
경기,고양시,위탁처리,손수레(대),0,2019
경기,성남시,위탁처리,손수레(대),78,2019
경기,용인시,위탁처리,손수레(대),0,2019
경기,부천시,위탁처리,손수레(대),0,2019
경기,안산시,위탁처리,손수레(대),0,2019
경기,남양주시,위탁처리,손수레(대),0,2019
경기,안양시,위탁처리,손수레(대),0,2019
경기,화성시,위탁처리,손수레(대),0,2019
경기,평택시,위탁처리,손수레(대),44,2019
경기,의정부시,위탁처리,손수레(대),30,2019
경기,시흥시,위탁처리,손수레(대),0,2019
경기,파주시,위탁처리,손수레(대),0,2019
경기,김포시,위탁처리,손수레(대),0,2019
경기,광명시,위탁처리,손수레(대),0,2019
경기,광주시,위탁처리,손수레(대),0,2019
경기,군포시,위탁처리,손수레(대),0,2019
경기,오산시,위탁처리,손수레(대),0,2019
경기,이천시,위탁처리,손수레(대),0,2019
경기,양주시,위탁처리,손수레(대),0,2019
경기,안성시,위탁처리,손수레(대),0,2019
경기,구리시,위탁처리,손수레(대),22,2019
경기,포천시,위탁처리,손수레(대),0,2019
경기,의왕시,위탁처리,손수레(대),0,2019
경기,하남시,위탁처리,손수레(대),0,2019
경기,여주시,위탁처리,손수레(대),0,2019
경기,양평군,위탁처리,손수레(대),0,2019
경기,동두천시,위탁처리,손수레(대),0,2019
경기,과천시,위탁처리,손수레(대),0,2019
경기,가평군,위탁처리,손수레(대),0,2019
경기,연천군,위탁처리,손수레(대),0,2019
충북,청주시,위탁처리,손수레(대),0,2019
충북,충주시,위탁처리,손수레(대),0,2019
충북,제천시,위탁처리,손수레(대),0,2019
충북,보은군,위탁처리,손수레(대),9,2019
충북,옥천군,위탁처리,손수레(대),0,2019
충북,영동군,위탁처리,손수레(대),0,2019
충북,증평군,위탁처리,손수레(대),0,2019
충북,진천군,위탁처리,손수레(대),0,2019
충북,괴산군,위탁처리,손수레(대),0,2019
충북,음성군,위탁처리,손수레(대),9,2019
충북,단양군,위탁처리,손수레(대),0,2019
충남,천안시,위탁처리,손수레(대),0,2019
충남,공주시,위탁처리,손수레(대),0,2019
충남,보령시,위탁처리,손수레(대),0,2019
충남,아산시,위탁처리,손수레(대),0,2019
충남,서산시,위탁처리,손수레(대),0,2019
충남,논산시,위탁처리,손수레(대),42,2019
충남,계룡시,위탁처리,손수레(대),0,2019
충남,당진시,위탁처리,손수레(대),0,2019
충남,금산군,위탁처리,손수레(대),0,2019
충남,부여군,위탁처리,손수레(대),0,2019
충남,서천군,위탁처리,손수레(대),0,2019
충남,청양군,위탁처리,손수레(대),0,2019
충남,홍성군,위탁처리,손수레(대),0,2019
충남,예산군,위탁처리,손수레(대),0,2019
충남,태안군,위탁처리,손수레(대),5,2019
전북,전주시,위탁처리,손수레(대),112,2019
전북,군산시,위탁처리,손수레(대),97,2019
전북,익산시,위탁처리,손수레(대),114,2019
전북,정읍시,위탁처리,손수레(대),0,2019
전북,남원시,위탁처리,손수레(대),0,2019
전북,김제시,위탁처리,손수레(대),0,2019
전북,완주군,위탁처리,손수레(대),0,2019
전북,진안군,위탁처리,손수레(대),0,2019
전북,무주군,위탁처리,손수레(대),0,2019
전북,장수군,위탁처리,손수레(대),0,2019
전북,임실군,위탁처리,손수레(대),0,2019
전북,순창군,위탁처리,손수레(대),0,2019
전북,고창군,위탁처리,손수레(대),0,2019
전북,부안군,위탁처리,손수레(대),0,2019
전남,목포시,위탁처리,손수레(대),0,2019
전남,여수시,위탁처리,손수레(대),0,2019
전남,순천시,위탁처리,손수레(대),0,2019
전남,나주시,위탁처리,손수레(대),0,2019
전남,광양시,위탁처리,손수레(대),38,2019
전남,담양군,위탁처리,손수레(대),4,2019
전남,곡성군,위탁처리,손수레(대),0,2019
전남,구례군,위탁처리,손수레(대),0,2019
전남,고흥군,위탁처리,손수레(대),0,2019
전남,보성군,위탁처리,손수레(대),0,2019
전남,화순군,위탁처리,손수레(대),0,2019
전남,장흥군,위탁처리,손수레(대),0,2019
전남,강진군,위탁처리,손수레(대),0,2019
전남,해남군,위탁처리,손수레(대),0,2019
전남,영암군,위탁처리,손수레(대),0,2019
전남,무안군,위탁처리,손수레(대),0,2019
전남,함평군,위탁처리,손수레(대),0,2019
전남,영광군,위탁처리,손수레(대),0,2019
전남,장성군,위탁처리,손수레(대),0,2019
전남,완도군,위탁처리,손수레(대),0,2019
전남,진도군,위탁처리,손수레(대),0,2019
전남,신안군,위탁처리,손수레(대),0,2019
경북,포항시,위탁처리,손수레(대),0,2019
경북,경주시,위탁처리,손수레(대),0,2019
경북,김천시,위탁처리,손수레(대),0,2019
경북,안동시,위탁처리,손수레(대),0,2019
경북,구미시,위탁처리,손수레(대),0,2019
경북,영주시,위탁처리,손수레(대),8,2019
경북,영천시,위탁처리,손수레(대),0,2019
경북,상주시,위탁처리,손수레(대),0,2019
경북,문경시,위탁처리,손수레(대),0,2019
경북,경산시,위탁처리,손수레(대),0,2019
경북,의성군,위탁처리,손수레(대),7,2019
경북,청송군,위탁처리,손수레(대),0,2019
경북,영양군,위탁처리,손수레(대),0,2019
경북,영덕군,위탁처리,손수레(대),0,2019
경북,청도군,위탁처리,손수레(대),0,2019
경북,고령군,위탁처리,손수레(대),0,2019
경북,성주군,위탁처리,손수레(대),0,2019
경북,칠곡군,위탁처리,손수레(대),0,2019
경북,예천군,위탁처리,손수레(대),0,2019
경북,봉화군,위탁처리,손수레(대),6,2019
경북,울진군,위탁처리,손수레(대),0,2019
경북,울릉군,위탁처리,손수레(대),0,2019
경남,창원시,위탁처리,손수레(대),0,2019
경남,진주시,위탁처리,손수레(대),0,2019
경남,통영시,위탁처리,손수레(대),0,2019
경남,사천시,위탁처리,손수레(대),0,2019
경남,김해시,위탁처리,손수레(대),78,2019
경남,밀양시,위탁처리,손수레(대),0,2019
경남,거제시,위탁처리,손수레(대),0,2019
경남,양산시,위탁처리,손수레(대),0,2019
경남,의령군,위탁처리,손수레(대),0,2019
경남,함안군,위탁처리,손수레(대),9,2019
경남,창녕군,위탁처리,손수레(대),0,2019
경남,고성군,위탁처리,손수레(대),0,2019
경남,남해군,위탁처리,손수레(대),0,2019
경남,하동군,위탁처리,손수레(대),0,2019
경남,산청군,위탁처리,손수레(대),0,2019
경남,함양군,위탁처리,손수레(대),0,2019
경남,거창군,위탁처리,손수레(대),0,2019
경남,합천군,위탁처리,손수레(대),0,2019
제주,제주시,위탁처리,손수레(대),0,2019
제주,서귀포시,위탁처리,손수레(대),0,2019
강원,춘천시,위탁처리,손수레(대),0,2019
강원,원주시,위탁처리,손수레(대),126,2019
강원,강릉시,위탁처리,손수레(대),0,2019
강원,동해시,위탁처리,손수레(대),0,2019
강원,태백시,위탁처리,손수레(대),0,2019
강원,속초시,위탁처리,손수레(대),0,2019
강원,삼척시,위탁처리,손수레(대),0,2019
강원,홍천군,위탁처리,손수레(대),0,2019
강원,횡성군,위탁처리,손수레(대),0,2019
강원,영월군,위탁처리,손수레(대),0,2019
강원,평창군,위탁처리,손수레(대),0,2019
강원,정선군,위탁처리,손수레(대),0,2019
강원,철원군,위탁처리,손수레(대),0,2019
강원,화천군,위탁처리,손수레(대),0,2019
강원,양구군,위탁처리,손수레(대),0,2019
강원,인제군,위탁처리,손수레(대),0,2019
강원,고성군,위탁처리,손수레(대),0,2019
강원,양양군,위탁처리,손수레(대),0,2019
서울,종로구,위탁처리,중장비(대),0,2019
서울,중구,위탁처리,중장비(대),0,2019
서울,용산구,위탁처리,중장비(대),11,2019
서울,성동구,위탁처리,중장비(대),0,2019
서울,광진구,위탁처리,중장비(대),4,2019
서울,동대문구,위탁처리,중장비(대),0,2019
서울,중랑구,위탁처리,중장비(대),0,2019
서울,성북구,위탁처리,중장비(대),0,2019
서울,강북구,위탁처리,중장비(대),0,2019
서울,도봉구,위탁처리,중장비(대),0,2019
서울,노원구,위탁처리,중장비(대),0,2019
서울,은평구,위탁처리,중장비(대),0,2019
서울,서대문구,위탁처리,중장비(대),0,2019
서울,마포구,위탁처리,중장비(대),0,2019
서울,양천구,위탁처리,중장비(대),0,2019
서울,강서구,위탁처리,중장비(대),0,2019
서울,구로구,위탁처리,중장비(대),2,2019
서울,금천구,위탁처리,중장비(대),2,2019
서울,영등포구,위탁처리,중장비(대),5,2019
서울,동작구,위탁처리,중장비(대),0,2019
서울,관악구,위탁처리,중장비(대),0,2019
서울,서초구,위탁처리,중장비(대),0,2019
서울,강남구,위탁처리,중장비(대),0,2019
서울,송파구,위탁처리,중장비(대),0,2019
서울,강동구,위탁처리,중장비(대),0,2019
부산,중구,위탁처리,중장비(대),0,2019
부산,서구,위탁처리,중장비(대),0,2019
부산,동구,위탁처리,중장비(대),0,2019
부산,영도구,위탁처리,중장비(대),0,2019
부산,부산진구,위탁처리,중장비(대),0,2019
부산,동래구,위탁처리,중장비(대),0,2019
부산,남구,위탁처리,중장비(대),0,2019
부산,북구,위탁처리,중장비(대),0,2019
부산,해운대구,위탁처리,중장비(대),0,2019
부산,사하구,위탁처리,중장비(대),0,2019
부산,금정구,위탁처리,중장비(대),0,2019
부산,강서구,위탁처리,중장비(대),0,2019
부산,연제구,위탁처리,중장비(대),0,2019
부산,수영구,위탁처리,중장비(대),0,2019
부산,사상구,위탁처리,중장비(대),0,2019
부산,기장군,위탁처리,중장비(대),2,2019
대구,중구,위탁처리,중장비(대),2,2019
대구,동구,위탁처리,중장비(대),0,2019
대구,서구,위탁처리,중장비(대),0,2019
대구,남구,위탁처리,중장비(대),0,2019
대구,북구,위탁처리,중장비(대),0,2019
대구,수성구,위탁처리,중장비(대),0,2019
대구,달서구,위탁처리,중장비(대),2,2019
대구,달성군,위탁처리,중장비(대),0,2019
대구,군위군,위탁처리,중장비(대),0,2019
인천,중구,위탁처리,중장비(대),3,2019
인천,동구,위탁처리,중장비(대),0,2019
인천,미추홀구,위탁처리,중장비(대),3,2019
인천,연수구,위탁처리,중장비(대),3,2019
인천,남동구,위탁처리,중장비(대),0,2019
인천,부평구,위탁처리,중장비(대),0,2019
인천,계양구,위탁처리,중장비(대),3,2019
인천,서구,위탁처리,중장비(대),3,2019
인천,강화군,위탁처리,중장비(대),0,2019
인천,옹진군,위탁처리,중장비(대),0,2019
인천,경제청,위탁처리,중장비(대),0,2019
광주,동구,위탁처리,중장비(대),0,2019
광주,서구,위탁처리,중장비(대),0,2019
광주,남구,위탁처리,중장비(대),0,2019
광주,북구,위탁처리,중장비(대),0,2019
광주,광산구,위탁처리,중장비(대),0,2019
대전,동구,위탁처리,중장비(대),0,2019
대전,중구,위탁처리,중장비(대),15,2019
대전,서구,위탁처리,중장비(대),0,2019
대전,유성구,위탁처리,중장비(대),0,2019
대전,대덕구,위탁처리,중장비(대),0,2019
울산,중구,위탁처리,중장비(대),0,2019
울산,남구,위탁처리,중장비(대),0,2019
울산,동구,위탁처리,중장비(대),0,2019
울산,북구,위탁처리,중장비(대),0,2019
울산,울주군,위탁처리,중장비(대),0,2019
세종,세종시,위탁처리,중장비(대),0,2019
경기,수원시,위탁처리,중장비(대),0,2019
경기,고양시,위탁처리,중장비(대),0,2019
경기,성남시,위탁처리,중장비(대),0,2019
경기,용인시,위탁처리,중장비(대),0,2019
경기,부천시,위탁처리,중장비(대),0,2019
경기,안산시,위탁처리,중장비(대),0,2019
경기,남양주시,위탁처리,중장비(대),0,2019
경기,안양시,위탁처리,중장비(대),6,2019
경기,화성시,위탁처리,중장비(대),0,2019
경기,평택시,위탁처리,중장비(대),16,2019
경기,의정부시,위탁처리,중장비(대),5,2019
경기,시흥시,위탁처리,중장비(대),2,2019
경기,파주시,위탁처리,중장비(대),0,2019
경기,김포시,위탁처리,중장비(대),0,2019
경기,광명시,위탁처리,중장비(대),0,2019
경기,광주시,위탁처리,중장비(대),0,2019
경기,군포시,위탁처리,중장비(대),0,2019
경기,오산시,위탁처리,중장비(대),0,2019
경기,이천시,위탁처리,중장비(대),1,2019
경기,양주시,위탁처리,중장비(대),0,2019
경기,안성시,위탁처리,중장비(대),0,2019
경기,구리시,위탁처리,중장비(대),0,2019
경기,포천시,위탁처리,중장비(대),0,2019
경기,의왕시,위탁처리,중장비(대),0,2019
경기,하남시,위탁처리,중장비(대),0,2019
경기,여주시,위탁처리,중장비(대),0,2019
경기,양평군,위탁처리,중장비(대),0,2019
경기,동두천시,위탁처리,중장비(대),0,2019
경기,과천시,위탁처리,중장비(대),1,2019
경기,가평군,위탁처리,중장비(대),0,2019
경기,연천군,위탁처리,중장비(대),0,2019
충북,청주시,위탁처리,중장비(대),0,2019
충북,충주시,위탁처리,중장비(대),0,2019
충북,제천시,위탁처리,중장비(대),0,2019
충북,보은군,위탁처리,중장비(대),0,2019
충북,옥천군,위탁처리,중장비(대),0,2019
충북,영동군,위탁처리,중장비(대),0,2019
충북,증평군,위탁처리,중장비(대),0,2019
충북,진천군,위탁처리,중장비(대),0,2019
충북,괴산군,위탁처리,중장비(대),0,2019
충북,음성군,위탁처리,중장비(대),0,2019
충북,단양군,위탁처리,중장비(대),0,2019
충남,천안시,위탁처리,중장비(대),1,2019
충남,공주시,위탁처리,중장비(대),0,2019
충남,보령시,위탁처리,중장비(대),0,2019
충남,아산시,위탁처리,중장비(대),0,2019
충남,서산시,위탁처리,중장비(대),0,2019
충남,논산시,위탁처리,중장비(대),0,2019
충남,계룡시,위탁처리,중장비(대),0,2019
충남,당진시,위탁처리,중장비(대),0,2019
충남,금산군,위탁처리,중장비(대),0,2019
충남,부여군,위탁처리,중장비(대),0,2019
충남,서천군,위탁처리,중장비(대),0,2019
충남,청양군,위탁처리,중장비(대),0,2019
충남,홍성군,위탁처리,중장비(대),0,2019
충남,예산군,위탁처리,중장비(대),0,2019
충남,태안군,위탁처리,중장비(대),0,2019
전북,전주시,위탁처리,중장비(대),2,2019
전북,군산시,위탁처리,중장비(대),2,2019
전북,익산시,위탁처리,중장비(대),8,2019
전북,정읍시,위탁처리,중장비(대),0,2019
전북,남원시,위탁처리,중장비(대),0,2019
전북,김제시,위탁처리,중장비(대),0,2019
전북,완주군,위탁처리,중장비(대),0,2019
전북,진안군,위탁처리,중장비(대),0,2019
전북,무주군,위탁처리,중장비(대),0,2019
전북,장수군,위탁처리,중장비(대),1,2019
전북,임실군,위탁처리,중장비(대),0,2019
전북,순창군,위탁처리,중장비(대),0,2019
전북,고창군,위탁처리,중장비(대),0,2019
전북,부안군,위탁처리,중장비(대),0,2019
전남,목포시,위탁처리,중장비(대),0,2019
전남,여수시,위탁처리,중장비(대),0,2019
전남,순천시,위탁처리,중장비(대),0,2019
전남,나주시,위탁처리,중장비(대),0,2019
전남,광양시,위탁처리,중장비(대),0,2019
전남,담양군,위탁처리,중장비(대),0,2019
전남,곡성군,위탁처리,중장비(대),0,2019
전남,구례군,위탁처리,중장비(대),0,2019
전남,고흥군,위탁처리,중장비(대),0,2019
전남,보성군,위탁처리,중장비(대),0,2019
전남,화순군,위탁처리,중장비(대),0,2019
전남,장흥군,위탁처리,중장비(대),0,2019
전남,강진군,위탁처리,중장비(대),0,2019
전남,해남군,위탁처리,중장비(대),0,2019
전남,영암군,위탁처리,중장비(대),0,2019
전남,무안군,위탁처리,중장비(대),0,2019
전남,함평군,위탁처리,중장비(대),0,2019
전남,영광군,위탁처리,중장비(대),0,2019
전남,장성군,위탁처리,중장비(대),0,2019
전남,완도군,위탁처리,중장비(대),0,2019
전남,진도군,위탁처리,중장비(대),0,2019
전남,신안군,위탁처리,중장비(대),0,2019
경북,포항시,위탁처리,중장비(대),0,2019
경북,경주시,위탁처리,중장비(대),0,2019
경북,김천시,위탁처리,중장비(대),0,2019
경북,안동시,위탁처리,중장비(대),0,2019
경북,구미시,위탁처리,중장비(대),0,2019
경북,영주시,위탁처리,중장비(대),0,2019
경북,영천시,위탁처리,중장비(대),0,2019
경북,상주시,위탁처리,중장비(대),0,2019
경북,문경시,위탁처리,중장비(대),0,2019
경북,경산시,위탁처리,중장비(대),0,2019
경북,의성군,위탁처리,중장비(대),0,2019
경북,청송군,위탁처리,중장비(대),0,2019
경북,영양군,위탁처리,중장비(대),0,2019
경북,영덕군,위탁처리,중장비(대),0,2019
경북,청도군,위탁처리,중장비(대),0,2019
경북,고령군,위탁처리,중장비(대),0,2019
경북,성주군,위탁처리,중장비(대),0,2019
경북,칠곡군,위탁처리,중장비(대),0,2019
경북,예천군,위탁처리,중장비(대),0,2019
경북,봉화군,위탁처리,중장비(대),0,2019
경북,울진군,위탁처리,중장비(대),0,2019
경북,울릉군,위탁처리,중장비(대),0,2019
경남,창원시,위탁처리,중장비(대),0,2019
경남,진주시,위탁처리,중장비(대),0,2019
경남,통영시,위탁처리,중장비(대),0,2019
경남,사천시,위탁처리,중장비(대),0,2019
경남,김해시,위탁처리,중장비(대),0,2019
경남,밀양시,위탁처리,중장비(대),0,2019
경남,거제시,위탁처리,중장비(대),0,2019
경남,양산시,위탁처리,중장비(대),0,2019
경남,의령군,위탁처리,중장비(대),0,2019
경남,함안군,위탁처리,중장비(대),9,2019
경남,창녕군,위탁처리,중장비(대),0,2019
경남,고성군,위탁처리,중장비(대),0,2019
경남,남해군,위탁처리,중장비(대),0,2019
경남,하동군,위탁처리,중장비(대),0,2019
경남,산청군,위탁처리,중장비(대),0,2019
경남,함양군,위탁처리,중장비(대),0,2019
경남,거창군,위탁처리,중장비(대),0,2019
경남,합천군,위탁처리,중장비(대),0,2019
제주,제주시,위탁처리,중장비(대),0,2019
제주,서귀포시,위탁처리,중장비(대),0,2019
강원,춘천시,위탁처리,중장비(대),0,2019
강원,원주시,위탁처리,중장비(대),0,2019
강원,강릉시,위탁처리,중장비(대),0,2019
강원,동해시,위탁처리,중장비(대),0,2019
강원,태백시,위탁처리,중장비(대),0,2019
강원,속초시,위탁처리,중장비(대),0,2019
강원,삼척시,위탁처리,중장비(대),0,2019
강원,홍천군,위탁처리,중장비(대),0,2019
강원,횡성군,위탁처리,중장비(대),0,2019
강원,영월군,위탁처리,중장비(대),0,2019
강원,평창군,위탁처리,중장비(대),0,2019
강원,정선군,위탁처리,중장비(대),1,2019
강원,철원군,위탁처리,중장비(대),0,2019
강원,화천군,위탁처리,중장비(대),0,2019
강원,양구군,위탁처리,중장비(대),0,2019
강원,인제군,위탁처리,중장비(대),0,2019
강원,고성군,위탁처리,중장비(대),0,2019
강원,양양군,위탁처리,중장비(대),0,2019
서울,종로구,공공처리,인원(명),160,2020
서울,중구,공공처리,인원(명),163,2020
서울,용산구,공공처리,인원(명),76,2020
서울,성동구,공공처리,인원(명),110,2020
서울,광진구,공공처리,인원(명),96,2020
서울,동대문구,공공처리,인원(명),119,2020
서울,중랑구,공공처리,인원(명),80,2020
서울,성북구,공공처리,인원(명),123,2020
서울,강북구,공공처리,인원(명),369,2020
서울,도봉구,공공처리,인원(명),27,2020
서울,노원구,공공처리,인원(명),173,2020
서울,은평구,공공처리,인원(명),105,2020
서울,서대문구,공공처리,인원(명),200,2020
서울,마포구,공공처리,인원(명),131,2020
서울,양천구,공공처리,인원(명),75,2020
서울,강서구,공공처리,인원(명),0,2020
서울,구로구,공공처리,인원(명),19,2020
서울,금천구,공공처리,인원(명),0,2020
서울,영등포구,공공처리,인원(명),127,2020
서울,동작구,공공처리,인원(명),9,2020
서울,관악구,공공처리,인원(명),224,2020
서울,서초구,공공처리,인원(명),309,2020
서울,강남구,공공처리,인원(명),0,2020
서울,송파구,공공처리,인원(명),119,2020
서울,강동구,공공처리,인원(명),21,2020
부산,중구,공공처리,인원(명),63,2020
부산,서구,공공처리,인원(명),157,2020
부산,동구,공공처리,인원(명),61,2020
부산,영도구,공공처리,인원(명),65,2020
부산,부산진구,공공처리,인원(명),135,2020
부산,동래구,공공처리,인원(명),67,2020
부산,남구,공공처리,인원(명),88,2020
부산,북구,공공처리,인원(명),74,2020
부산,해운대구,공공처리,인원(명),97,2020
부산,사하구,공공처리,인원(명),0,2020
부산,금정구,공공처리,인원(명),64,2020
부산,강서구,공공처리,인원(명),1,2020
부산,연제구,공공처리,인원(명),54,2020
부산,수영구,공공처리,인원(명),59,2020
부산,사상구,공공처리,인원(명),84,2020
부산,기장군,공공처리,인원(명),37,2020
대구,중구,공공처리,인원(명),142,2020
대구,동구,공공처리,인원(명),171,2020
대구,서구,공공처리,인원(명),131,2020
대구,남구,공공처리,인원(명),118,2020
대구,북구,공공처리,인원(명),169,2020
대구,수성구,공공처리,인원(명),49,2020
대구,달서구,공공처리,인원(명),86,2020
대구,달성군,공공처리,인원(명),93,2020
대구,군위군,공공처리,인원(명),9,2020
인천,중구,공공처리,인원(명),84,2020
인천,동구,공공처리,인원(명),41,2020
인천,미추홀구,공공처리,인원(명),140,2020
인천,연수구,공공처리,인원(명),111,2020
인천,남동구,공공처리,인원(명),140,2020
인천,부평구,공공처리,인원(명),136,2020
인천,계양구,공공처리,인원(명),95,2020
인천,서구,공공처리,인원(명),139,2020
인천,강화군,공공처리,인원(명),45,2020
인천,옹진군,공공처리,인원(명),43,2020
인천,경제청,공공처리,인원(명),0,2020
광주,동구,공공처리,인원(명),59,2020
광주,서구,공공처리,인원(명),56,2020
광주,남구,공공처리,인원(명),132,2020
광주,북구,공공처리,인원(명),92,2020
광주,광산구,공공처리,인원(명),242,2020
대전,동구,공공처리,인원(명),95,2020
대전,중구,공공처리,인원(명),119,2020
대전,서구,공공처리,인원(명),146,2020
대전,유성구,공공처리,인원(명),104,2020
대전,대덕구,공공처리,인원(명),89,2020
울산,중구,공공처리,인원(명),35,2020
울산,남구,공공처리,인원(명),60,2020
울산,동구,공공처리,인원(명),45,2020
울산,북구,공공처리,인원(명),50,2020
울산,울주군,공공처리,인원(명),46,2020
세종,세종시,공공처리,인원(명),80,2020
경기,수원시,공공처리,인원(명),323,2020
경기,고양시,공공처리,인원(명),0,2020
경기,성남시,공공처리,인원(명),71,2020
경기,용인시,공공처리,인원(명),81,2020
경기,부천시,공공처리,인원(명),60,2020
경기,안산시,공공처리,인원(명),12,2020
경기,남양주시,공공처리,인원(명),81,2020
경기,안양시,공공처리,인원(명),202,2020
경기,화성시,공공처리,인원(명),27,2020
경기,평택시,공공처리,인원(명),131,2020
경기,의정부시,공공처리,인원(명),8,2020
경기,시흥시,공공처리,인원(명),0,2020
경기,파주시,공공처리,인원(명),0,2020
경기,김포시,공공처리,인원(명),38,2020
경기,광명시,공공처리,인원(명),39,2020
경기,광주시,공공처리,인원(명),42,2020
경기,군포시,공공처리,인원(명),94,2020
경기,오산시,공공처리,인원(명),54,2020
경기,이천시,공공처리,인원(명),71,2020
경기,양주시,공공처리,인원(명),198,2020
